31-Jan-22 13:08:45 - TweetRetreival - INFO - File created ...
31-Jan-22 14:51:23 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 14:52:21 - TweetRetreival - INFO - Data Entered 44
31-Jan-22 14:54:20 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 14:55:06 - TweetRetreival - INFO - Data Entered 44
31-Jan-22 14:56:27 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 14:57:14 - TweetRetreival - INFO - Data Entered 49
31-Jan-22 14:58:35 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 14:59:20 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:00:06 - TweetRetreival - INFO - Data Entered 49
31-Jan-22 15:00:37 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:01:58 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:02:57 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:04:17 - TweetRetreival - INFO - Data Entered 49
31-Jan-22 15:06:53 - TweetRetreival - INFO - Data Entered 48
31-Jan-22 15:08:05 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:09:06 - TweetRetreival - INFO - Data Entered 49
31-Jan-22 15:10:07 - TweetRetreival - INFO - Data Entered 48
31-Jan-22 15:11:06 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:12:15 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:13:14 - TweetRetreival - INFO - Data Entered 49
31-Jan-22 15:14:11 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:15:10 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:16:08 - TweetRetreival - INFO - Data Entered 48
31-Jan-22 15:17:21 - TweetRetreival - INFO - Data Entered 49
31-Jan-22 15:18:57 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:19:56 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:21:36 - TweetRetreival - INFO - Data Entered 49
31-Jan-22 15:22:36 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:24:17 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:25:19 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:26:19 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:27:19 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:28:16 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:29:16 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:30:07 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:30:51 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:31:40 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:32:39 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:34:43 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:35:41 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:36:40 - TweetRetreival - INFO - Data Entered 50
31-Jan-22 15:37:39 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 00:41:20 - TweetRetreival - INFO - Writing to TweetsAndReplies.csv ....
01-Feb-22 00:42:16 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 00:43:16 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 00:44:18 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 00:45:40 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 00:46:58 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 00:47:58 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 00:48:59 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 00:50:21 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 00:51:16 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 00:52:04 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 00:53:01 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 00:54:02 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 00:55:01 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 00:56:17 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 00:57:18 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 00:58:51 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 00:59:53 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:00:51 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:01:40 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 01:02:36 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:03:36 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 01:04:35 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 01:05:35 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 01:09:14 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:10:11 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:11:43 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:12:44 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:14:27 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 01:15:54 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:16:55 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:18:48 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:19:49 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:20:48 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:22:56 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:24:40 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:25:55 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:26:56 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:27:57 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:28:56 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:29:58 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:30:46 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:31:34 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:32:21 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:33:09 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:33:56 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:34:44 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:35:30 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:36:19 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 01:37:42 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:40:02 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:41:42 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:42:28 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:43:16 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:44:16 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:45:02 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:45:56 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:46:43 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:47:33 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:48:21 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 01:49:43 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:51:35 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 01:52:35 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:53:36 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:55:34 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 01:56:35 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 01:58:19 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 01:59:53 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 02:01:38 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 02:02:22 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 02:05:05 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:06:04 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:07:04 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:08:11 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:09:08 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 02:10:09 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:11:23 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:12:48 - TweetRetreival - INFO - Data Entered 38
01-Feb-22 02:13:56 - TweetRetreival - INFO - Data Entered 38
01-Feb-22 02:14:56 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:15:56 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:16:51 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:17:52 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:18:59 - TweetRetreival - INFO - Data Entered 38
01-Feb-22 02:20:00 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:21:08 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:22:09 - TweetRetreival - INFO - Data Entered 37
01-Feb-22 02:23:57 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:24:51 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:26:08 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 02:27:08 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 02:28:16 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:29:08 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:30:39 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:31:47 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:32:33 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 02:33:51 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 02:35:22 - TweetRetreival - INFO - Data Entered 37
01-Feb-22 02:36:09 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 02:37:01 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:38:12 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:38:56 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 02:39:41 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:42:51 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:45:11 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:46:10 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:47:11 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:48:11 - TweetRetreival - INFO - Data Entered 37
01-Feb-22 02:49:11 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:51:05 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:52:05 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:53:43 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:55:42 - TweetRetreival - INFO - Data Entered 37
01-Feb-22 02:56:41 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:57:40 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 02:58:40 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 02:59:40 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:00:50 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:01:47 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 03:03:11 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:05:27 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:06:25 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:07:24 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:08:10 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:08:54 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 03:09:43 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:10:31 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:11:29 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 03:13:05 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:14:05 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:15:05 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:16:15 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:17:55 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 03:18:55 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:19:54 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:21:08 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:22:09 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:23:52 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:26:18 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 03:28:23 - TweetRetreival - INFO - Data Entered 36
01-Feb-22 03:29:22 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:30:21 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 03:31:47 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:32:46 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:35:12 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:36:11 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:37:31 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:38:58 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 03:39:57 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:40:57 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:41:56 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:42:49 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:43:48 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 03:44:48 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:45:48 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:47:24 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:49:07 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:50:22 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:51:21 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:52:18 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:54:07 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:55:06 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:56:42 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:57:41 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 03:58:41 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 03:59:38 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:00:38 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:01:36 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:02:34 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 04:03:56 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:04:56 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:05:55 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:06:55 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:07:54 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:11:21 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:12:55 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:14:48 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:16:26 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:17:25 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:18:25 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:19:51 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 04:21:26 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:22:23 - TweetRetreival - INFO - Data Entered 45
01-Feb-22 04:23:22 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:24:22 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:25:21 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:26:21 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:27:21 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:28:21 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:29:46 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:30:44 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 04:31:44 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:32:44 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:33:44 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:34:43 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:36:21 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:37:26 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:38:28 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:39:25 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:40:25 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:41:37 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:42:37 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:43:37 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 04:44:36 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 04:45:34 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:46:59 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 04:47:58 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 04:48:40 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:49:37 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:50:37 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:51:37 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 04:52:37 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 04:53:37 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 04:54:38 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:56:41 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:58:08 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 04:59:34 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 05:00:43 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:01:44 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:02:43 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 05:03:42 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:04:41 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:05:41 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 05:07:50 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:09:12 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 05:10:12 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:11:12 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 05:12:11 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 05:13:12 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:14:10 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:15:38 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 05:17:00 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 05:18:28 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:19:28 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:20:27 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:21:55 - TweetRetreival - INFO - Data Entered 49
01-Feb-22 05:23:19 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:24:19 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:25:18 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:26:18 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 05:27:17 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 05:29:06 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:29:49 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:30:34 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:31:19 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:32:04 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:32:48 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:34:02 - TweetRetreival - INFO - Data Entered 48
01-Feb-22 05:34:44 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:35:29 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 05:36:13 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:37:09 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:38:08 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:39:04 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:39:49 - TweetRetreival - INFO - Data Entered 47
01-Feb-22 05:40:33 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:42:08 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:42:53 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:43:37 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:44:19 - TweetRetreival - INFO - Data Entered 36
01-Feb-22 05:45:05 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:45:52 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:46:37 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:47:21 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:48:08 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:49:43 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:50:42 - TweetRetreival - INFO - Data Entered 50
01-Feb-22 05:51:42 - TweetRetreival - INFO - Data Entered 50
